java -jar itc2021.jar ITC2021_Middle_1.xml ITC2021_Middle_1Soln.xml -start ITC2021_Middle_1Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle1
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |    2624K |        - |    44_6243 |    44_6243 |    2769.93 | *
    |    2624K |        - |    44_6228 |    44_6228 |    2770.05 | *
    |    2624K |        - |    44_6213 |    44_6213 |    2770.05 | *
    |    2625K |        - |    16_6194 |    16_6194 |    2770.93 | *
    |    2625K |        - |    16_6189 |    16_6189 |    2770.93 | *
    |    2625K |        - |    13_6194 |    13_6194 |    2770.94 | *
    |    2625K |        - |    10_6194 |    10_6194 |    2771.05 | *
    |    2652K |        - |     9_6276 |     9_6276 |    2781.62 | *
    |    2652K |        - |     9_6271 |     9_6271 |    2781.81 | *
    |    2652K |        - |     9_6268 |     9_6268 |    2782.09 | *
    |    2653K |        - |     9_6263 |     9_6263 |    2782.15 | *
    |    2653K |        - |     9_6258 |     9_6258 |    2782.22 | *
    |    2700K |        - |     9_6258 |     9_6258 |    2801.83 | 
    |    2703K |        - |     5_6039 |     9_6258 |    2803.11 | p-1
    | ILS perturbation level=1                      |    2803.11 | 
    |    2703K |        - |     5_6039 |    28_6135 |    2803.11 | p-1
    |    2703K |        - |    23_6150 |    23_6150 |    2803.12 | *
    |    2704K |        - |    23_6145 |    23_6145 |    2803.94 | *
    |    2710K |        - |    22_6152 |    22_6152 |    2807.75 | *
    |    2710K |        - |    22_6147 |    22_6147 |    2807.77 | *
    |    2711K |        - |    21_6132 |    21_6132 |    2807.92 | *
    |    2724K |        - |    20_6116 |    20_6116 |    2814.28 | *
    |    2724K |        - |    20_6091 |    20_6091 |    2814.30 | *
    |    2724K |        - |    19_6206 |    19_6206 |    2814.63 | *
    |    2724K |        - |    19_6202 |    19_6202 |    2814.66 | *
    |    2730K |        - |    17_6268 |    17_6268 |    2817.06 | *
    |    2730K |        - |    17_6153 |    17_6153 |    2817.22 | *
    |    2731K |        - |    16_6181 |    16_6181 |    2817.61 | *
    |    2732K |        - |    15_6217 |    15_6217 |    2817.77 | *
    |    2732K |        - |    15_6213 |    15_6213 |    2817.88 | *
    |    2755K |        - |    14_6272 |    14_6272 |    2827.43 | *
    |    2800K |        - |    14_6272 |    14_6272 |    2845.56 | 
    |    2805K |        - |     5_6039 |    14_6272 |    2847.17 | p-1
    | ILS perturbation level=1                      |    2847.17 | 
    |    2805K |        - |     5_6039 |    66_6170 |    2847.17 | p-1
    |    2805K |        - |    58_6191 |    58_6191 |    2847.17 | *
    |    2805K |        - |    58_6187 |    58_6187 |    2847.32 | *
    |    2805K |        - |    57_6201 |    57_6201 |    2848.23 | *
    |    2806K |        - |    25_6065 |    25_6065 |    2849.45 | *
    |    2806K |        - |    24_6075 |    24_6075 |    2849.47 | *
    |    2806K |        - |    24_6064 |    24_6064 |    2849.51 | *
    |    2806K |        - |    21_6029 |    21_6029 |    2849.52 | *
    |    2806K |        - |    20_6024 |    20_6024 |    2849.53 | *
    |    2806K |        - |     8_6025 |     8_6025 |    2849.74 | *
    |    2828K |        - |     7_6007 |     7_6007 |    2858.65 | *
    |    2829K |        - |     7_6003 |     7_6003 |    2858.87 | *
    |    2836K |        - |     6_6027 |     6_6027 |    2861.61 | *
    |    2836K |        - |     6_6017 |     6_6017 |    2861.64 | *
    |    2837K |        - |     5_6052 |     5_6052 |    2862.21 | *
    |    2837K |        - |     5_6042 |     5_6042 |    2862.23 | *
    |    2838K |        - |     5_6039 |     5_6039 |    2862.34 | *
    |    2888K |        - |     5_6039 |     5_6039 |    2879.87 | p-1
    | ILS perturbation level=1                      |    2879.87 | 
    |    2888K |        - |     5_6039 |    39_6163 |    2879.87 | p-1
    |    2888K |        - |     5_6039 |     5_6039 |    2880.02 | *
    |    2900K |        - |     5_6039 |     5_6039 |    2884.36 | 
    |    2974K |        - |     5_6039 |     5_6039 |    2912.14 | p-1
    | ILS perturbation level=1                      |    2912.14 | 
    |    2974K |        - |     5_6039 |    14_6000 |    2912.14 | p-1
    |    2974K |        - |    14_5990 |    14_5990 |    2912.16 | *
    |    2975K |        - |     7_6034 |     7_6034 |    2912.49 | *
    |    2975K |        - |     7_6033 |     7_6033 |    2912.50 | *
    |    2979K |        - |     5_6039 |     5_6039 |    2914.27 | *
    |    3000K |        - |     5_6039 |     5_6039 |    2921.88 | 
    |    3029K |        - |     5_6039 |     5_6039 |    2931.99 | p-1
    | ILS perturbation level=1                      |    2931.99 | 
    |    3029K |        - |     5_6039 |    30_6000 |    2931.99 | p-1
    |    3029K |        - |    29_5993 |    29_5993 |    2932.27 | *
    |    3029K |        - |    29_5988 |    29_5988 |    2932.29 | *
    |    3029K |        - |    29_5985 |    29_5985 |    2932.30 | *
    |    3030K |        - |    25_6015 |    25_6015 |    2932.72 | *
    |    3030K |        - |    25_5965 |    25_5965 |    2932.72 | *
    |    3031K |        - |    25_5960 |    25_5960 |    2933.74 | *
    |    3031K |        - |    25_5955 |    25_5955 |    2934.12 | *
    |    3049K |        - |    24_5940 |    24_5940 |    2949.21 | *
    |    3050K |        - |    24_5930 |    24_5930 |    2949.36 | *
    |    3050K |        - |    23_5935 |    23_5935 |    2949.43 | *
    |    3053K |        - |    21_5980 |    21_5980 |    2952.07 | *
    |    3054K |        - |    20_6099 |    20_6099 |    2952.66 | *
    |    3055K |        - |    20_6096 |    20_6096 |    2953.35 | *
    |    3068K |        - |    16_6153 |    16_6153 |    2961.63 | *
    |    3069K |        - |    15_6243 |    15_6243 |    2961.90 | *
    |    3070K |        - |    14_6243 |    14_6243 |    2962.14 | *
    |    3070K |        - |    14_6232 |    14_6232 |    2962.15 | *
    |    3072K |        - |    14_6227 |    14_6227 |    2962.75 | *
    |    3100K |        - |    14_6227 |    14_6227 |    2981.65 | 
    |    3106K |        - |    10_6156 |    10_6156 |    2984.62 | *
    |    3106K |        - |     9_6247 |     9_6247 |    2984.76 | *
    |    3106K |        - |     7_6232 |     7_6232 |    2985.03 | *
    |    3107K |        - |     7_6231 |     7_6231 |    2985.09 | *
    |    3107K |        - |     7_6226 |     7_6226 |    2985.36 | *
    |    3108K |        - |     7_6221 |     7_6221 |    2985.59 | *
    |    3109K |        - |     7_6220 |     7_6220 |    2986.27 | *
    |    3124K |        - |     6_6148 |     6_6148 |    2992.41 | *
    |    3153K |        - |     5_6173 |     5_6173 |    3003.91 | *
    |    3154K |        - |     5_6170 |     5_6170 |    3004.10 | *
    |    3200K |        - |     5_6170 |     5_6170 |    3021.78 | 
    |    3204K |        - |     5_6039 |     5_6170 |    3023.50 | p-1
    | ILS perturbation level=1                      |    3023.50 | 
    |    3204K |        - |     5_6039 |    12_6044 |    3023.50 | p-1
    |    3204K |        - |     5_6039 |     5_6039 |    3023.61 | *
    |    3254K |        - |     5_6039 |     5_6039 |    3042.32 | p-1
    | ILS perturbation level=1                      |    3042.32 | 
    |    3254K |        - |     5_6039 |    62_6059 |    3042.32 | p-1
    |    3254K |        - |    62_6057 |    62_6057 |    3042.33 | *
    |    3254K |        - |    62_6053 |    62_6053 |    3042.33 | *
    |    3254K |        - |    61_6063 |    61_6063 |    3042.33 | *
    |    3255K |        - |    60_6077 |    60_6077 |    3042.38 | *
    |    3255K |        - |    60_6069 |    60_6069 |    3042.39 | *
    |    3255K |        - |    58_6069 |    58_6069 |    3043.24 | *
    |    3255K |        - |    58_6068 |    58_6068 |    3043.24 | *
    |    3255K |        - |    55_6100 |    55_6100 |    3043.36 | *
    |    3255K |        - |    52_6105 |    52_6105 |    3043.38 | *
    |    3256K |        - |    50_6110 |    50_6110 |    3044.33 | *
    |    3256K |        - |    49_6101 |    49_6101 |    3044.33 | *
    |    3256K |        - |    49_6096 |    49_6096 |    3044.35 | *
    |    3256K |        - |    25_6066 |    25_6066 |    3044.36 | *
    |    3256K |        - |    23_6067 |    23_6067 |    3044.38 | *
    |    3256K |        - |    17_6064 |    17_6064 |    3044.50 | *
    |    3256K |        - |    12_6064 |    12_6064 |    3044.80 | *
    |    3257K |        - |    11_6089 |    11_6089 |    3044.83 | *
    |    3257K |        - |     9_6089 |     9_6089 |    3044.97 | *
    |    3257K |        - |     8_6098 |     8_6098 |    3044.99 | *
    |    3258K |        - |     6_6058 |     6_6058 |    3045.35 | *
    |    3258K |        - |     5_6049 |     5_6049 |    3045.44 | *
    |    3259K |        - |     5_6039 |     5_6039 |    3045.97 | *
    |    3300K |        - |     5_6039 |     5_6039 |    3061.36 | 
    |    3314K |        - |     5_6039 |     5_6039 |    3066.54 | p-1
    | ILS perturbation level=1                      |    3066.54 | 
    |    3314K |        - |     5_6039 |    16_6110 |    3066.54 | p-1
    |    3314K |        - |    14_6105 |    14_6105 |    3066.68 | *
    |    3317K |        - |    13_6131 |    13_6131 |    3068.35 | *
    |    3318K |        - |    13_6116 |    13_6116 |    3068.40 | *
    |    3318K |        - |    12_6121 |    12_6121 |    3068.67 | *
    |    3318K |        - |    12_6100 |    12_6100 |    3068.67 | *
    |    3321K |        - |    11_6209 |    11_6209 |    3069.85 | *
    |    3332K |        - |     8_6137 |     8_6137 |    3073.85 | *
    |    3333K |        - |     8_6134 |     8_6134 |    3074.10 | *
    |    3341K |        - |     8_6132 |     8_6132 |    3077.27 | *
    |    3344K |        - |     7_6054 |     7_6054 |    3077.96 | *
    |    3344K |        - |     7_6053 |     7_6053 |    3078.18 | *
    |    3344K |        - |     7_6048 |     7_6048 |    3078.35 | *
    |    3345K |        - |     7_6043 |     7_6043 |    3078.65 | *
    |    3349K |        - |     6_6152 |     6_6152 |    3080.54 | *
    |    3349K |        - |     6_6127 |     6_6127 |    3080.68 | *
    |    3399K |        - |     5_6039 |     6_6127 |    3099.53 | p-1
    | ILS perturbation level=1                      |    3099.53 | 
    |    3399K |        - |     5_6039 |    44_6035 |    3099.53 | p-1
    |    3399K |        - |    43_6115 |    43_6115 |    3099.56 | *
    |    3400K |        - |    42_6140 |    42_6140 |    3099.64 | *
    |    3400K |        - |    42_6140 |    42_6140 |    3099.65 | 
    |    3400K |        - |    42_6136 |    42_6136 |    3100.58 | *
    |    3401K |        - |    41_6227 |    41_6227 |    3101.59 | *
    |    3401K |        - |    41_6226 |    41_6226 |    3101.61 | *
    |    3401K |        - |    37_6235 |    37_6235 |    3102.53 | *
    |    3401K |        - |    37_6229 |    37_6229 |    3102.56 | *
    |    3401K |        - |    24_6224 |    24_6224 |    3102.56 | *
    |    3402K |        - |    22_6222 |    22_6222 |    3102.75 | *
    |    3402K |        - |    20_6182 |    20_6182 |    3102.76 | *
    |    3402K |        - |    11_6111 |    11_6111 |    3102.89 | *
    |    3402K |        - |     9_6132 |     9_6132 |    3103.00 | *
    |    3403K |        - |     9_6129 |     9_6129 |    3103.05 | *
    |    3403K |        - |     9_6064 |     9_6064 |    3103.08 | *
    |    3403K |        - |     5_6054 |     5_6054 |    3103.19 | *
    |    3403K |        - |     5_6039 |     5_6039 |    3103.22 | *
    |    3453K |        - |     5_6039 |     5_6039 |    3121.74 | p-1
    | ILS perturbation level=1                      |    3121.74 | 
    |    3453K |        - |     5_6039 |    47_6161 |    3121.74 | p-1
    |    3453K |        - |    42_6155 |    42_6155 |    3122.08 | *
    |    3453K |        - |    40_6180 |    40_6180 |    3122.22 | *
    |    3453K |        - |    39_6165 |    39_6165 |    3122.22 | *
    |    3454K |        - |    37_6145 |    37_6145 |    3122.38 | *
    |    3454K |        - |    35_6151 |    35_6151 |    3122.41 | *
    |    3454K |        - |    34_6141 |    34_6141 |    3122.61 | *
    |    3455K |        - |    32_6131 |    32_6131 |    3123.19 | *
    |    3459K |        - |    31_6222 |    31_6222 |    3126.14 | *
    |    3459K |        - |    27_6302 |    27_6302 |    3126.31 | *
    |    3460K |        - |    27_6257 |    27_6257 |    3126.69 | *
    |    3460K |        - |    25_6302 |    25_6302 |    3126.81 | *
    |    3460K |        - |    25_6297 |    25_6297 |    3126.96 | *
    |    3461K |        - |    25_6292 |    25_6292 |    3127.16 | *
    |    3462K |        - |    25_6291 |    25_6291 |    3129.27 | *
    |    3463K |        - |    24_6341 |    24_6341 |    3130.58 | *
    |    3500K |        - |    24_6341 |    24_6341 |    3147.69 | 
    |    3502K |        - |    21_6293 |    21_6293 |    3179.27 | *
    |    3502K |        - |    21_6288 |    21_6288 |    3179.31 | *
    |    3503K |        - |    21_6283 |    21_6283 |    3179.86 | *
    |    3504K |        - |    20_6299 |    20_6299 |    3180.13 | *
    |    3552K |        - |    19_6248 |    19_6248 |    3208.56 | *
    |    3553K |        - |    19_6243 |    19_6243 |    3208.92 | *
    |    3554K |        - |    19_6233 |    19_6233 |    3209.20 | *
    |    3600K |        - |    19_6233 |    19_6233 |    3226.50 | 
    |    3604K |        - |     5_6039 |    19_6233 |    3227.86 | p-1
    | ILS perturbation level=1                      |    3227.86 | 
    |    3604K |        - |     5_6039 |    38_6134 |    3227.86 | p-1
    |    3604K |        - |    33_6133 |    33_6133 |    3228.06 | *
    |    3604K |        - |    33_6118 |    33_6118 |    3228.06 | *
    |    3604K |        - |    31_6068 |    31_6068 |    3228.08 | *
    |    3604K |        - |    30_6070 |    30_6070 |    3228.08 | *
    |    3604K |        - |    30_6055 |    30_6055 |    3228.09 | *
    |    3605K |        - |    30_6044 |    30_6044 |    3228.70 | *
    |    3611K |        - |    29_6068 |    29_6068 |    3231.86 | *
    |    3611K |        - |    29_6061 |    29_6061 |    3232.05 | *
    |    3616K |        - |    27_6107 |    27_6107 |    3233.89 | *
    |    3617K |        - |    27_6096 |    27_6096 |    3233.91 | *
    |    3620K |        - |    26_6135 |    26_6135 |    3236.63 | *
    |    3620K |        - |    26_6130 |    26_6130 |    3236.78 | *
    |    3621K |        - |    22_6108 |    22_6108 |    3236.97 | *
    |    3621K |        - |    21_6113 |    21_6113 |    3237.10 | *
    |    3621K |        - |    21_6103 |    21_6103 |    3237.10 | *
    |    3622K |        - |    21_6098 |    21_6098 |    3237.38 | *
    |    3622K |        - |    20_6084 |    20_6084 |    3237.39 | *
    |    3622K |        - |    18_6089 |    18_6089 |    3237.44 | *
    |    3672K |        - |     5_6039 |    18_6089 |    3258.52 | p-1
    | ILS perturbation level=1                      |    3258.52 | 
    |    3672K |        - |     5_6039 |    39_6063 |    3258.52 | p-1
    |    3672K |        - |    39_6043 |    39_6043 |    3258.53 | *
    |    3673K |        - |    37_6033 |    37_6033 |    3258.59 | *
    |    3673K |        - |    36_6023 |    36_6023 |    3258.65 | *
    |    3673K |        - |    35_6043 |    35_6043 |    3258.67 | *
    |    3674K |        - |    34_5991 |    34_5991 |    3258.87 | *
    |    3674K |        - |    31_5971 |    31_5971 |    3258.95 | *
    |    3674K |        - |    31_5965 |    31_5965 |    3259.25 | *
    |    3675K |        - |    28_6015 |    28_6015 |    3259.60 | *
    |    3685K |        - |    27_5992 |    27_5992 |    3265.25 | *
    |    3692K |        - |    26_6050 |    26_6050 |    3269.67 | *
    |    3694K |        - |    25_6194 |    25_6194 |    3271.70 | *
