java -jar itc2021.jar ITC2021_Middle_2.xml ITC2021_Middle_2Soln.xml -start ITC2021_Middle_2Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle2
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |    2319K |        - |    22_7468 |    22_7468 |    2583.24 | *
    |    2321K |        - |    18_7462 |    18_7462 |    2584.42 | *
    |    2322K |        - |    18_7448 |    18_7448 |    2584.60 | *
    |    2322K |        - |    17_7428 |    17_7428 |    2584.83 | *
    |    2372K |        - |    17_7428 |    17_7428 |    2605.28 | p-1
    | ILS perturbation level=1                      |    2605.28 | 
    |    2372K |        - |    17_7428 |    78_7447 |    2605.28 | p-1
    |    2372K |        - |    73_7451 |    73_7451 |    2605.54 | *
    |    2372K |        - |    67_7446 |    67_7446 |    2605.60 | *
    |    2372K |        - |    65_7449 |    65_7449 |    2605.60 | *
    |    2373K |        - |    63_7443 |    63_7443 |    2605.64 | *
    |    2375K |        - |    60_7468 |    60_7468 |    2606.85 | *
    |    2375K |        - |    59_7548 |    59_7548 |    2607.03 | *
    |    2376K |        - |    56_7548 |    56_7548 |    2607.24 | *
    |    2376K |        - |    55_7577 |    55_7577 |    2607.45 | *
    |    2376K |        - |    54_7633 |    54_7633 |    2607.46 | *
    |    2376K |        - |    51_7629 |    51_7629 |    2607.64 | *
    |    2376K |        - |    50_7613 |    50_7613 |    2607.64 | *
    |    2376K |        - |    49_7655 |    49_7655 |    2607.84 | *
    |    2378K |        - |    49_7636 |    49_7636 |    2608.57 | *
    |    2381K |        - |    47_7792 |    47_7792 |    2610.17 | *
    |    2382K |        - |    47_7782 |    47_7782 |    2610.25 | *
    |    2384K |        - |    46_7472 |    46_7472 |    2611.53 | *
    |    2385K |        - |    46_7467 |    46_7467 |    2611.98 | *
    |    2396K |        - |    43_7507 |    43_7507 |    2619.31 | *
    |    2396K |        - |    43_7442 |    43_7442 |    2619.59 | *
    |    2400K |        - |    43_7442 |    43_7442 |    2622.09 | 
    |    2431K |        - |    42_7452 |    42_7452 |    2643.94 | *
    |    2457K |        - |    41_7450 |    41_7450 |    2679.61 | *
    |    2458K |        - |    41_7445 |    41_7445 |    2679.64 | *
    |    2458K |        - |    41_7424 |    41_7424 |    2679.86 | *
    |    2462K |        - |    39_7376 |    39_7376 |    2681.94 | *
    |    2462K |        - |    39_7371 |    39_7371 |    2681.95 | *
    |    2462K |        - |    39_7355 |    39_7355 |    2681.95 | *
    |    2463K |        - |    38_7381 |    38_7381 |    2682.34 | *
    |    2470K |        - |    36_7416 |    36_7416 |    2687.50 | *
    |    2471K |        - |    36_7375 |    36_7375 |    2687.55 | *
    |    2472K |        - |    35_7390 |    35_7390 |    2687.75 | *
    |    2475K |        - |    31_7410 |    31_7410 |    2689.04 | *
    |    2500K |        - |    31_7410 |    31_7410 |    2701.47 | 
    |    2525K |        - |    17_7428 |    31_7410 |    2713.62 | p-1
    | ILS perturbation level=1                      |    2713.62 | 
    |    2525K |        - |    17_7428 |    69_7281 |    2713.62 | p-1
    |    2525K |        - |    68_7321 |    68_7321 |    2713.65 | *
    |    2525K |        - |    67_7317 |    67_7317 |    2713.66 | *
    |    2525K |        - |    65_7301 |    65_7301 |    2714.11 | *
    |    2525K |        - |    63_7276 |    63_7276 |    2714.18 | *
    |    2525K |        - |    63_7246 |    63_7246 |    2714.19 | *
    |    2526K |        - |    29_7410 |    29_7410 |    2714.37 | *
    |    2526K |        - |    21_7409 |    21_7409 |    2714.39 | *
    |    2527K |        - |    20_7443 |    20_7443 |    2714.98 | *
    |    2529K |        - |    20_7429 |    20_7429 |    2715.92 | *
    |    2529K |        - |    20_7419 |    20_7419 |    2716.51 | *
    |    2538K |        - |    18_7448 |    18_7448 |    2722.73 | *
    |    2539K |        - |    17_7428 |    17_7428 |    2723.06 | *
    |    2589K |        - |    17_7428 |    17_7428 |    2744.67 | p-1
    | ILS perturbation level=1                      |    2744.67 | 
    |    2589K |        - |    17_7428 |    50_7407 |    2744.67 | p-1
    |    2589K |        - |    48_7379 |    48_7379 |    2744.83 | *
    |    2589K |        - |    47_7389 |    47_7389 |    2744.91 | *
    |    2589K |        - |    47_7388 |    47_7388 |    2744.92 | *
    |    2589K |        - |    45_7419 |    45_7419 |    2746.34 | *
    |    2590K |        - |    45_7418 |    45_7418 |    2746.56 | *
    |    2590K |        - |    41_7595 |    41_7595 |    2748.02 | *
    |    2591K |        - |    41_7586 |    41_7586 |    2748.08 | *
    |    2592K |        - |    40_7575 |    40_7575 |    2748.28 | *
    |    2596K |        - |    38_7537 |    38_7537 |    2750.02 | *
    |    2600K |        - |    38_7537 |    38_7537 |    2752.39 | 
    |    2605K |        - |    37_7633 |    37_7633 |    2759.03 | *
    |    2605K |        - |    36_7637 |    36_7637 |    2759.94 | *
    |    2656K |        - |    17_7428 |    36_7637 |    2789.06 | p-1
    | ILS perturbation level=1                      |    2789.06 | 
    |    2656K |        - |    17_7428 |    65_7481 |    2789.06 | p-1
    |    2656K |        - |    64_7496 |    64_7496 |    2789.08 | *
    |    2656K |        - |    61_7496 |    61_7496 |    2789.09 | *
    |    2656K |        - |    60_7496 |    60_7496 |    2789.09 | *
    |    2656K |        - |    48_7496 |    48_7496 |    2789.33 | *
    |    2656K |        - |    48_7486 |    48_7486 |    2789.39 | *
    |    2658K |        - |    45_7597 |    45_7597 |    2790.43 | *
    |    2658K |        - |    38_7713 |    38_7713 |    2790.70 | *
    |    2659K |        - |    37_7698 |    37_7698 |    2791.64 | *
    |    2659K |        - |    37_7693 |    37_7693 |    2791.89 | *
    |    2693K |        - |    29_7560 |    29_7560 |    2820.12 | *
    |    2693K |        - |    29_7550 |    29_7550 |    2820.12 | *
    |    2693K |        - |    29_7531 |    29_7531 |    2820.29 | *
    |    2694K |        - |    27_7490 |    27_7490 |    2820.33 | *
    |    2700K |        - |    27_7490 |    27_7490 |    2823.74 | 
    |    2700K |        - |    24_7454 |    24_7454 |    2824.13 | *
    |    2700K |        - |    22_7459 |    22_7459 |    2824.26 | *
    |    2701K |        - |    21_7349 |    21_7349 |    2824.35 | *
    |    2727K |        - |    20_7349 |    20_7349 |    2836.44 | *
    |    2777K |        - |    17_7428 |    20_7349 |    2862.88 | p-1
    | ILS perturbation level=1                      |    2862.88 | 
    |    2777K |        - |    17_7428 |    34_7487 |    2862.88 | p-1
    |    2777K |        - |    24_7418 |    24_7418 |    2862.89 | *
    |    2778K |        - |    17_7428 |    17_7428 |    2863.16 | *
    |    2800K |        - |    17_7428 |    17_7428 |    2872.50 | 
    |    2828K |        - |    17_7428 |    17_7428 |    2886.02 | p-1
    | ILS perturbation level=1                      |    2886.02 | 
    |    2828K |        - |    17_7428 |    67_7495 |    2886.02 | p-1
    |    2828K |        - |    64_7524 |    64_7524 |    2886.05 | *
    |    2828K |        - |    55_7529 |    55_7529 |    2886.80 | *
    |    2828K |        - |    47_7465 |    47_7465 |    2886.82 | *
    |    2829K |        - |    47_7458 |    47_7458 |    2887.27 | *
    |    2829K |        - |    40_7523 |    40_7523 |    2887.55 | *
    |    2829K |        - |    38_7585 |    38_7585 |    2887.71 | *
    |    2830K |        - |    37_7601 |    37_7601 |    2888.24 | *
    |    2835K |        - |    36_7528 |    36_7528 |    2891.27 | *
    |    2837K |        - |    34_7538 |    34_7538 |    2892.20 | *
    |    2840K |        - |    26_7553 |    26_7553 |    2893.55 | *
    |    2840K |        - |    26_7484 |    26_7484 |    2893.67 | *
    |    2840K |        - |    25_7504 |    25_7504 |    2894.09 | *
    |    2843K |        - |    24_7394 |    24_7394 |    2896.03 | *
    |    2871K |        - |    21_7314 |    21_7314 |    2912.29 | *
    |    2900K |        - |    21_7314 |    21_7314 |    2923.84 | 
    |    2921K |        - |    17_7428 |    21_7314 |    2933.58 | p-1
    | ILS perturbation level=1                      |    2933.58 | 
    |    2921K |        - |    17_7428 |    79_7444 |    2933.58 | p-1
    |    2922K |        - |    78_7439 |    78_7439 |    2933.60 | *
    |    2922K |        - |    76_7384 |    76_7384 |    2933.63 | *
    |    2922K |        - |    75_7383 |    75_7383 |    2933.63 | *
    |    2922K |        - |    75_7382 |    75_7382 |    2933.63 | *
    |    2922K |        - |    74_7382 |    74_7382 |    2933.64 | *
    |    2922K |        - |    70_7392 |    70_7392 |    2933.64 | *
    |    2922K |        - |    67_7370 |    67_7370 |    2933.97 | *
    |    2922K |        - |    67_7361 |    67_7361 |    2934.00 | *
    |    2922K |        - |    66_7351 |    66_7351 |    2934.00 | *
    |    2923K |        - |    64_7360 |    64_7360 |    2934.03 | *
    |    2923K |        - |    62_7371 |    62_7371 |    2934.08 | *
    |    2924K |        - |    57_7371 |    57_7371 |    2936.33 | *
    |    2925K |        - |    53_7181 |    53_7181 |    2941.45 | *
    |    2925K |        - |    51_7176 |    51_7176 |    2941.45 | *
    |    2928K |        - |    49_7252 |    49_7252 |    2946.65 | *
    |    2928K |        - |    47_7241 |    47_7241 |    2946.68 | *
    |    2928K |        - |    45_7131 |    45_7131 |    2946.71 | *
    |    2928K |        - |    44_7137 |    44_7137 |    2946.73 | *
    |    2944K |        - |    37_7140 |    37_7140 |    2980.68 | *
    |    2944K |        - |    37_7130 |    37_7130 |    2980.78 | *
    |    2994K |        - |    17_7428 |    37_7130 |    3008.35 | p-1
    | ILS perturbation level=1                      |    3008.35 | 
    |    2994K |        - |    17_7428 |    50_7472 |    3008.35 | p-1
    |    2995K |        - |    49_7481 |    49_7481 |    3008.37 | *
    |    2995K |        - |    46_7502 |    46_7502 |    3008.66 | *
    |    2995K |        - |    45_7467 |    45_7467 |    3008.68 | *
    |    2995K |        - |    41_7477 |    41_7477 |    3009.05 | *
    |    2995K |        - |    41_7473 |    41_7473 |    3009.07 | *
    |    2995K |        - |    41_7467 |    41_7467 |    3009.07 | *
    |    2997K |        - |    39_7491 |    39_7491 |    3010.41 | *
    |    2997K |        - |    39_7486 |    39_7486 |    3010.69 | *
    |    2998K |        - |    37_7485 |    37_7485 |    3010.94 | *
    |    2998K |        - |    34_7480 |    34_7480 |    3010.94 | *
    |    2998K |        - |    34_7474 |    34_7474 |    3011.10 | *
    |    2998K |        - |    34_7469 |    34_7469 |    3011.33 | *
    |    3000K |        - |    34_7469 |    34_7469 |    3011.91 | 
    |    3007K |        - |    22_7464 |    22_7464 |    3014.57 | *
    |    3007K |        - |    22_7417 |    22_7417 |    3014.58 | *
    |    3007K |        - |    21_7422 |    21_7422 |    3014.69 | *
    |    3049K |        - |    20_7474 |    20_7474 |    3034.17 | *
    |    3050K |        - |    20_7449 |    20_7449 |    3034.49 | *
    |    3054K |        - |    19_7437 |    19_7437 |    3037.39 | *
    |    3055K |        - |    17_7437 |    17_7437 |    3037.65 | *
    |    3055K |        - |    17_7353 |    17_7353 |    3037.68 | *
    |    3100K |        - |    17_7353 |    17_7353 |    3056.55 | 
    |    3105K |        - |    17_7428 |    17_7353 |    3058.94 | p-1
    | ILS perturbation level=1                      |    3058.94 | 
    |    3105K |        - |    17_7353 |    29_7383 |    3058.94 | p-1
    |    3105K |        - |    28_7389 |    28_7389 |    3059.10 | *
    |    3105K |        - |    28_7358 |    28_7358 |    3059.11 | *
    |    3112K |        - |    17_7438 |    17_7438 |    3063.30 | *
    |    3113K |        - |    17_7437 |    17_7437 |    3063.36 | *
    |    3113K |        - |    17_7353 |    17_7353 |    3063.64 | *
    |    3156K |        - |    17_7328 |    17_7328 |    3084.04 | *
    |    3200K |        - |    17_7328 |    17_7328 |    3104.61 | 
    |    3206K |        - |    17_7353 |    17_7328 |    3107.29 | p-1
    | ILS perturbation level=1                      |    3107.29 | 
    |    3206K |        - |    17_7328 |    25_7323 |    3107.29 | p-1
    |    3206K |        - |    24_7327 |    24_7327 |    3107.36 | *
    |    3206K |        - |    17_7353 |    17_7353 |    3107.65 | *
    |    3213K |        - |    17_7328 |    17_7328 |    3110.58 | *
    |    3263K |        - |    17_7328 |    17_7328 |    3134.80 | p-1
    | ILS perturbation level=1                      |    3134.80 | 
    |    3263K |        - |    17_7328 |    73_7181 |    3134.80 | p-1
    |    3263K |        - |    70_7186 |    70_7186 |    3134.84 | *
    |    3263K |        - |    69_7186 |    69_7186 |    3134.84 | *
    |    3263K |        - |    64_7181 |    64_7181 |    3134.86 | *
    |    3264K |        - |    61_7197 |    61_7197 |    3134.92 | *
    |    3264K |        - |    60_7212 |    60_7212 |    3134.94 | *
    |    3264K |        - |    60_7207 |    60_7207 |    3136.30 | *
    |    3264K |        - |    59_7222 |    59_7222 |    3136.86 | *
    |    3266K |        - |    57_7191 |    57_7191 |    3139.70 | *
    |    3266K |        - |    55_7142 |    55_7142 |    3139.88 | *
    |    3269K |        - |    48_7264 |    48_7264 |    3144.97 | *
    |    3275K |        - |    45_7488 |    45_7488 |    3150.35 | *
    |    3275K |        - |    45_7427 |    45_7427 |    3151.04 | *
    |    3276K |        - |    44_7572 |    44_7572 |    3151.19 | *
    |    3285K |        - |    43_7470 |    43_7470 |    3158.05 | *
    |    3285K |        - |    43_7454 |    43_7454 |    3158.09 | *
    |    3285K |        - |    43_7445 |    43_7445 |    3158.24 | *
    |    3286K |        - |    43_7435 |    43_7435 |    3159.50 | *
    |    3288K |        - |    42_7455 |    42_7455 |    3160.71 | *
    |    3300K |        - |    42_7455 |    42_7455 |    3167.69 | 
    |    3312K |        - |    39_7487 |    39_7487 |    3174.81 | *
    |    3312K |        - |    39_7468 |    39_7468 |    3174.83 | *
    |    3314K |        - |    38_7517 |    38_7517 |    3177.57 | *
    |    3314K |        - |    38_7503 |    38_7503 |    3177.65 | *
    |    3315K |        - |    36_7463 |    36_7463 |    3177.99 | *
    |    3318K |        - |    34_7406 |    34_7406 |    3180.80 | *
    |    3319K |        - |    33_7414 |    33_7414 |    3180.84 | *
    |    3319K |        - |    33_7384 |    33_7384 |    3180.85 | *
    |    3319K |        - |    33_7349 |    33_7349 |    3181.40 | *
    |    3365K |        - |    32_7466 |    32_7466 |    3205.92 | *
    |    3367K |        - |    31_7354 |    31_7354 |    3209.29 | *
    |    3368K |        - |    31_7349 |    31_7349 |    3209.62 | *
    |    3368K |        - |    30_7354 |    30_7354 |    3209.68 | *
    |    3369K |        - |    29_7349 |    29_7349 |    3210.02 | *
    |    3400K |        - |    29_7349 |    29_7349 |    3224.26 | 
    |    3419K |        - |    17_7328 |    29_7349 |    3233.75 | p-1
    | ILS perturbation level=1                      |    3233.75 | 
    |    3419K |        - |    17_7328 |    56_7383 |    3233.75 | p-1
    |    3419K |        - |    56_7379 |    56_7379 |    3233.76 | *
    |    3419K |        - |    25_7318 |    25_7318 |    3233.83 | *
    |    3420K |        - |    18_7328 |    18_7328 |    3233.94 | *
    |    3420K |        - |    17_7328 |    17_7328 |    3234.04 | *
    |    3470K |        - |    17_7328 |    17_7328 |    3257.80 | p-1
    | ILS perturbation level=1                      |    3257.80 | 
